URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,SERVER,CONTENT_LENGTH,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type,CHARSET_ISO-8859-1,CHARSET_UTF-8,CHARSET_iso-8859-1,CHARSET_us-ascii,CHARSET_utf-8,CHARSET_windows-1251,CHARSET_windows-1252,WHOIS_COUNTRY_GB,WHOIS_COUNTRY_group1,WHOIS_COUNTRY_group2,WHOIS_COUNTRY_group3,WHOIS_COUNTRY_group4,WHOIS_COUNTRY_group5,WHOIS_COUNTRY_group6,WHOIS_STATEPRO_CA,WHOIS_STATEPRO_group1,WHOIS_STATEPRO_group2,WHOIS_STATEPRO_group3,WHOIS_STATEPRO_group4,WHOIS_STATEPRO_group5,WHOIS_STATEPRO_group6,WHOIS_STATEPRO_group7,WHOIS_STATEPRO_group8,WHOIS_STATEPRO_group9,WHOIS_REGDATE_3/03/2000 0:00,WHOIS_REGDATE_group1,WHOIS_REGDATE_group2,WHOIS_REGDATE_group3,WHOIS_UPDATED_DATE_group1,WHOIS_UPDATED_DATE_group2,WHOIS_UPDATED_DATE_group3,WHOIS_UPDATED_DATE_group4,WHOIS_UPDATED_DATE_group5,WHOIS_UPDATED_DATE_group6,WHOIS_UPDATED_DATE_group7,WHOIS_UPDATED_DATE_group8
B0_1102,-1.349653068125472,-1.1215431287711772,Microsoft-HTTPAPI/2.0,-0.3908223705379808,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_1188,-0.17185613608983485,-0.4945687889722699,Microsoft-HTTPAPI/2.0,-0.3908223705379808,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_1301,-0.17185613608983485,-0.7035602355719057,Microsoft-IIS/7.5,-0.4076643419469257,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_1315,-0.17185613608983485,-0.07658589577299833,ATS,-0.21992747854178585,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_174,-0.17185613608983485,-0.4945687889722699,Apache/2.2.32,-0.24575542191652563,0.4017757856261306,0.06971014760735762,0.9344221126331234,-0.008552781393730826,0.43688746020454694,0.2862710635294064,0.31293004774158656,-0.0057772868550798355,0.43688746020454694,0.7341531796816424,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
M0_97,-1.3150119818891297,-0.9125516821715415,nginx,-0.37134379657619787,-0.21808976003086314,-0.22302593242621005,-0.2434366225296714,-0.04273313453170766,-0.21371163019988831,-0.18211326151691876,-0.19923044258877096,-0.04289776676418135,-0.21371163019988831,0.003773820219794947,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
B0_2007,-0.17185613608983485,0.13240555082663746,nginx/1.10.3,-0.21992747854178585,-0.24022781523289863,-0.013928732402233138,-0.2434366225296714,-0.0446687208156405,-0.2787715392403318,-0.20162927506051562,-0.2132904360841533,-0.046963914725121736,-0.2787715392403318,-0.7266055392420525,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_2045,-0.17185613608983485,0.13240555082663746,mw2104.codfw.wmnet,-0.21992747854178585,-0.10739948402068568,0.06971014760735762,-0.2434366225296714,-0.03428557578865193,-0.1486517211594448,-0.2211452886041125,-0.21475698086022665,-0.03658098340050644,-0.1486517211594448,-0.7266055392420525,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_2133,-0.17185613608983485,-0.2855773423726341,Apache-Coyote/1.1,-0.21992747854178585,-0.2845039256369696,-0.0975676124118239,-0.53790130632037,-0.04628921165800288,-0.3221448119339609,-0.29920934277850003,-0.21803988843235422,-0.04858437221509059,-0.3221448119339609,-0.7266055392420525,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
M0_69,-1.2803708956527875,-0.9125516821715415,Microsoft-HTTPAPI/2.0,-0.3908223705379808,-0.15167559442475667,-0.22302593242621005,0.34549274505172595,-0.039027011957045554,-0.1486517211594448,-0.18211326151691876,-0.20227116845475795,-0.03916171199564203,-0.1486517211594448,0.003773820219794947,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
B0_161,-1.2803708956527875,-1.1215431287711772,openresty/1.11.2.1,-0.21992747854178585,0.512466061636308,0.9897378277128561,0.9344221126331234,0.005731545290796804,0.5453206419386195,0.4619151854217783,0.08217124540732601,0.007816550977436726,0.5453206419386195,0.7341531796816424,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_230,-0.17185613608983485,-0.2855773423726341,cloudflare-nginx,0.6115170652633793,26.081919819987302,0.2788073476313345,1.5233514802145207,1.4463178950612778,25.59338562250938,24.700804006569104,27.496023653762265,1.4486133188640098,25.59338562250938,0.7341531796816424,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_2122,-1.2803708956527875,-1.1215431287711772,nginx,-0.39114521983016504,-0.17381364962679216,0.027890707602562244,0.9344221126331234,-0.04133771186189561,-0.21371163019988831,-0.16259724797332187,-0.21193152762192016,-0.04363297432907463,-0.21371163019988831,-0.7266055392420525,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_320,-0.17185613608983485,-0.2855773423726341,Server,-0.21992747854178585,0.46818995123223706,-0.22302593242621005,0.6399574288424247,0.05592174776952047,0.5453206419386195,0.4423991718781814,0.06143780045384834,0.0606164575255888,0.5453206419386195,1.4645325391434898,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_569,-1.2803708956527875,-0.9125516821715415,Apache/2.4.7 (Ubuntu),-0.17037011219150386,-0.08526142881865019,-0.22302593242621005,-0.2434366225296714,-0.017885608282151192,-0.04021853942537225,-0.1235652208861281,-0.15099591944911006,-0.015680082627111767,-0.04021853942537225,0.7341531796816424,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_370,-0.17185613608983485,-0.2855773423726341,Apache,-0.11564715716627393,0.5346041168383435,0.15334902761694838,1.8178161640052195,0.01666985847674286,0.567007278285434,0.500947212508972,0.4504892568294228,0.019204766115273445,0.567007278285434,0.7341531796816424,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
B0_601,-1.2803708956527875,-1.1215431287711772,nginx/1.12.0,-0.21992747854178585,-0.21808976003086314,-0.22302593242621005,0.05102806126102728,-0.04202792092438329,-0.1703383575062593,-0.16259724797332187,-0.201423532483266,-0.03982189838044416,-0.1703383575062593,0.7341531796816424,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_884,-1.2803708956527875,-1.1215431287711772,Apache,-0.38452680934038797,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_4,-0.17185613608983485,-0.4945687889722699,Apache,-0.3978712467506702,-0.2623658704349341,-0.18120649242141468,0.05102806126102728,-0.047579602513958104,-0.2570849028935173,-0.2211452886041125,-0.2131962543095431,-0.047744134998069704,-0.2570849028935173,0.003773820219794947,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_905,-1.2803708956527875,-1.1215431287711772,nginx/1.12.0,-0.21992747854178585,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_916,-1.2803708956527875,-1.1215431287711772,nginx,-0.04930162762241108,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
B0_48,-0.17185613608983485,-0.07658589577299833,Apache,-0.4068572187164651,0.09184301279763374,0.23698790762653915,0.9344221126331234,-0.006392126937247656,0.17664782404277285,0.13014295518063132,-0.09670685365593526,-0.0018761854903399837,0.17664782404277285,1.4645325391434898,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_102,-1.2457298094164453,-1.1215431287711772,Apache,-0.21992747854178585,0.0032907919894917727,-0.0975676124118239,2.406745531586617,-0.026333167025206924,0.0031547332682567673,0.03256288746264693,-0.03990178902674465,-0.02640811138014636,0.0031547332682567673,0.003773820219794947,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_594,-0.17185613608983485,-0.2855773423726341,nginx/1.4.6 (Ubuntu),-0.21992747854178585,-0.08526142881865019,0.06971014760735762,-0.53790130632037,-0.02123162178073277,-0.04021853942537225,-0.025985153168143704,-0.12583593108895222,-0.019266095035468785,-0.04021853942537225,0.7341531796816424,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_1130,-1.2457298094164453,-1.1215431287711772,Apache/2.4.12 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,-0.38490346684793625,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_665,-0.17185613608983485,-0.2855773423726341,mw2230.codfw.wmnet,0.6957807305234679,0.60101828244445,1.3661127877560144,0.6399574288424247,0.03210953511369552,0.7188137327131355,0.7351393750321346,0.4058605502034102,0.039415472031829525,0.7188137327131355,2.194911898605337,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_799,-0.17185613608983485,-0.07658589577299833,Apache/2.4.25 (cPanel) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,0.08720981475616153,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_968,-0.17185613608983485,-0.07658589577299833,cloudflare-nginx,-0.21992747854178585,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
M0_102,-0.1372150498534926,0.13240555082663746,Apache,-0.21992747854178585,0.8002607792627693,-0.22302593242621005,-0.53790130632037,0.0040510362690876715,0.7838736417535791,0.7546553885757314,0.6734982445671855,0.004035483500842715,0.7838736417535791,0.003773820219794947,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
M0_84,-0.1372150498534926,0.13240555082663746,Apache/2.2.31 (CentOS),-0.21992747854178585,0.22467134400984667,0.2788073476313345,0.05102806126102728,-0.0033311997905631635,0.35014091481728893,0.2667550499858095,0.006825825719152781,0.0034953310041864276,0.35014091481728893,2.194911898605337,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
B0_1039,-0.1372150498534926,-0.2855773423726341,Apache,0.3963380120225784,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_1047,-0.1372150498534926,-0.4945687889722699,Apache,-0.2963351443587244,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_465,-1.2457298094164453,-1.1215431287711772,cloudflare-nginx,-0.21992747854178585,-0.12953753922272118,-0.22302593242621005,0.6399574288424247,-0.033985484891918154,-0.08359181211900127,-0.06501718025533747,-0.19492499003516106,-0.03192967023485507,-0.08359181211900127,0.7341531796816424,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_1126,-0.1372150498534926,0.13240555082663746,Apache/2.4.7 (Ubuntu),-0.21992747854178585,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_599,-1.2457298094164453,-1.1215431287711772,nginx/1.12.0,-0.21992747854178585,0.60101828244445,-0.05574817240702852,0.34549274505172595,0.034315203204688755,0.6320671873258775,0.6180432937705533,0.5454244856365211,0.036639688368456935,0.6320671873258775,0.7341531796816424,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_1146,-0.1372150498534926,-0.2855773423726341,nginx,0.25223961127767597,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
B0_614,-1.2457298094164453,-1.1215431287711772,Apache,-0.39534226062856026,-0.17381364962679216,-0.22302593242621005,-0.2434366225296714,-0.040932589151305016,-0.1703383575062593,-0.14308123442972498,-0.19577262600665302,-0.04100723302588435,-0.1703383575062593,0.003773820219794947,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_1168,-0.1372150498534926,-0.07658589577299833,.V01 Apache,-0.21992747854178585,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_622,-1.2457298094164453,-1.1215431287711772,Apache,-0.19383049409022585,0.5346041168383435,0.4879045476553115,3.8790689505401104,-0.002490945279708597,0.610380550979063,0.5204632260525689,-0.058993780194158546,0.001874873514217566,0.610380550979063,1.4645325391434898,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_1187,-0.1372150498534926,-0.2855773423726341,Apache,-0.21992747854178585,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_1339,-0.1372150498534926,0.13240555082663746,ATS,-0.21992747854178585,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_1354,-0.1372150498534926,-0.4945687889722699,cloudflare-nginx,-0.21992747854178585,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_1368,-0.1372150498534926,-0.2855773423726341,mw2164.codfw.wmnet,-0.21992747854178585,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_1421,-0.1372150498534926,0.13240555082663746,Apache,3.180859348896348,-0.35091809124307605,-0.22302593242621005,-0.8323659901110688,-0.05178087506823094,-0.3872047209744044,-0.35775738340929064,-0.22048861457221985,-0.054075922597762845,-0.3872047209744044,-0.7266055392420525,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_171,-1.2110887231801029,-0.9125516821715415,nginx,-0.21992747854178585,-0.04098531841457921,0.027890707602562244,0.9344221126331234,-0.02316720806466561,0.0031547332682567673,-0.006469139624546825,-0.14512974034481657,-0.021501726202185083,0.0031547332682567673,0.7341531796816424,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
B0_201,-0.1372150498534926,-0.07658589577299833,mw2110.codfw.wmnet,-0.21992747854178585,0.5788802272424145,1.2824739077464238,-0.2434366225296714,0.04016697569099734,0.6971270963663211,0.6180432937705533,0.3363274914626104,0.04699261122103578,0.6971270963663211,2.194911898605337,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
B0_2023,-0.1372150498534926,0.13240555082663746,cloudflare-nginx,-0.21992747854178585,0.11398106799966923,-0.0975676124118239,2.9956748991680144,-0.02990424869633883,0.0682146423087003,-0.27969332923490314,-0.21720570700009229,-0.03219974648318322,0.0682146423087003,-0.7266055392420525,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
